t,T
11.56,1531.22
11.57,1530.78
11.58,1530.34
11.59,1529.90
11.60,1529.46
11.61,1529.03
11.62,1528.59
11.63,1528.15
11.64,1527.72
11.65,1527.28
11.66,1526.85
11.67,1526.41
11.68,1525.98
11.69,1525.55
11.70,1525.11
11.71,1524.68
11.72,1524.25
11.73,1523.82
11.74,1523.38
11.75,1522.95
11.76,1522.52
11.77,1522.09
11.78,1521.67
11.79,1521.24
11.80,1520.81
11.81,1520.38
11.82,1519.95
11.83,1519.53
11.84,1519.10
11.85,1518.67
11.86,1518.25
11.87,1517.82
11.88,1517.40
11.89,1516.98
11.90,1516.55
11.91,1516.13
11.92,1515.71
11.93,1515.29
11.94,1514.86
11.95,1514.44
11.96,1514.02
11.97,1513.60
11.98,1513.18
11.99,1512.76
12.00,1512.34
12.01,1511.93
12.02,1511.51
12.03,1511.09
12.04,1510.67
12.05,1510.26
12.06,1509.84
12.07,1509.43
12.08,1509.01
12.09,1508.60
12.10,1508.18
12.11,1507.77
12.12,1507.36
12.13,1506.94
12.14,1506.53
12.15,1506.12
12.16,1505.71
12.17,1505.30
12.18,1504.89
12.19,1504.48
12.20,1504.07
12.21,1503.66
12.22,1503.25
12.23,1502.84
12.24,1502.43
12.25,1502.02
12.26,1501.62
12.27,1501.21
12.28,1500.81
12.29,1500.40
12.30,1499.99
12.31,1499.59
12.32,1499.19
12.33,1498.78
12.34,1498.38
12.35,1497.97
12.36,1497.57
12.37,1497.17
12.38,1496.77
12.39,1496.37
12.40,1495.97
12.41,1495.57
12.42,1495.17
12.43,1494.77
12.44,1494.37
12.45,1493.97
12.46,1493.57
12.47,1493.17
12.48,1492.77
12.49,1492.38
12.50,1491.98
12.51,1491.58
12.52,1491.19
12.53,1490.79
12.54,1490.40
12.55,1490.00
12.56,1489.61
12.57,1489.22
12.58,1488.82
12.59,1488.43
12.60,1488.04
12.61,1487.65
12.62,1487.25
12.63,1486.86
12.64,1486.47
12.65,1486.08
12.66,1485.69
12.67,1485.30
12.68,1484.91
12.69,1484.52
12.70,1484.14
12.71,1483.75
12.72,1483.36
12.73,1482.97
12.74,1482.59
12.75,1482.20
12.76,1481.81
12.77,1481.43
12.78,1481.04
12.79,1480.66
12.80,1480.27
12.81,1479.89
12.82,1479.51
12.83,1479.12
12.84,1478.74
12.85,1478.36
12.86,1477.98
12.87,1477.60
12.88,1477.21
12.89,1476.83
12.90,1476.45
12.91,1476.07
12.92,1475.69
12.93,1475.31
12.94,1474.94
12.95,1474.56
12.96,1474.18
12.97,1473.80
12.98,1473.42
12.99,1473.05
13.00,1472.67
13.01,1472.29
13.02,1471.92
13.03,1471.54
13.04,1471.17
13.05,1470.79
13.06,1470.42
13.07,1470.05
13.08,1469.67
13.09,1469.30
13.10,1468.93
13.11,1468.56
13.12,1468.18
13.13,1467.81
13.14,1467.44
13.15,1467.07
13.16,1466.70
13.17,1466.33
13.18,1465.96
13.19,1465.59
13.20,1465.22
13.21,1464.85
13.22,1464.48
13.23,1464.12
13.24,1463.75
13.25,1463.38
13.26,1463.02
13.27,1462.65
13.28,1462.28
13.29,1461.92
13.30,1461.55
13.31,1461.19
13.32,1460.82
13.33,1460.46
13.34,1460.10
13.35,1459.73
13.36,1459.37
13.37,1459.01
13.38,1458.64
13.39,1458.28
13.40,1457.92
13.41,1457.56
13.42,1457.20
13.43,1456.84
13.44,1456.48
13.45,1456.12
13.46,1455.76
13.47,1455.40
13.48,1455.04
13.49,1454.68
13.50,1454.32
13.51,1453.97
13.52,1453.61
13.53,1453.25
13.54,1452.90
13.55,1452.54
13.56,1452.18
13.57,1451.83
13.58,1451.47
13.59,1451.12
13.60,1450.76
13.61,1450.41
13.62,1450.05
13.63,1449.70
13.64,1449.35
13.65,1448.99
13.66,1448.64
13.67,1448.29
13.68,1447.94
13.69,1447.59
13.70,1447.24
13.71,1446.89
13.72,1446.53
13.73,1446.18
13.74,1445.83
13.75,1445.49
13.76,1445.14
13.77,1444.79
13.78,1444.44
13.79,1444.09
13.80,1443.74
13.81,1443.40
13.82,1443.05
13.83,1442.70
13.84,1442.36
13.85,1442.01
13.86,1441.66
13.87,1441.32
13.88,1440.97
13.89,1440.63
13.90,1440.28
13.91,1439.94
13.92,1439.60
13.93,1439.25
13.94,1438.91
13.95,1438.57
13.96,1438.22
13.97,1437.88
13.98,1437.54
13.99,1437.20
14.00,1436.86
14.01,1436.52
14.02,1436.18
14.03,1435.84
14.04,1435.50
14.05,1435.16
14.06,1434.82
14.07,1434.48
14.08,1434.14
14.09,1433.80
14.10,1433.46
14.11,1433.13
14.12,1432.79
14.13,1432.45
