t,T
14.80,1409.33
14.81,1409.02
14.82,1408.70
14.83,1408.39
14.84,1408.07
14.85,1407.76
14.86,1407.44
14.87,1407.13
14.88,1406.81
14.89,1406.50
14.90,1406.19
14.91,1405.88
14.92,1405.56
14.93,1405.25
14.94,1404.94
14.95,1404.63
14.96,1404.32
14.97,1404.00
14.98,1403.69
14.99,1403.38
15.00,1403.07
15.01,1402.76
15.02,1402.45
15.03,1402.14
15.04,1401.83
15.05,1401.53
15.06,1401.22
15.07,1400.91
15.08,1400.60
15.09,1400.29
15.10,1399.98
15.11,1399.68
15.12,1399.37
15.13,1399.06
15.14,1398.76
15.15,1398.45
15.16,1398.14
15.17,1397.84
15.18,1397.53
15.19,1397.23
15.20,1396.92
15.21,1396.62
15.22,1396.31
15.23,1396.01
15.24,1395.71
15.25,1395.40
15.26,1395.10
15.27,1394.80
15.28,1394.49
15.29,1394.19
15.30,1393.89
15.31,1393.59
15.32,1393.29
15.33,1392.98
15.34,1392.68
15.35,1392.38
15.36,1392.08
15.37,1391.78
15.38,1391.48
15.39,1391.18
15.40,1390.88
15.41,1390.58
15.42,1390.28
15.43,1389.98
15.44,1389.68
15.45,1389.39
15.46,1389.09
15.47,1388.79
15.48,1388.49
15.49,1388.20
15.50,1387.90
15.51,1387.60
