t,T
112.40,718.21
112.50,718.00
112.60,717.79
112.70,717.57
112.80,717.36
112.90,717.15
113.00,716.94
113.10,716.73
113.20,716.52
113.30,716.30
113.40,716.09
113.50,715.88
113.60,715.67
113.70,715.46
113.80,715.25
113.90,715.05
114.00,714.84
114.10,714.63
114.20,714.42
114.30,714.21
114.40,714.00
114.50,713.80
114.60,713.59
114.70,713.38
114.80,713.17
114.90,712.97
115.00,712.76
115.10,712.55
115.20,712.35
115.30,712.14
115.40,711.94
115.50,711.73
115.60,711.53
115.70,711.32
115.80,711.12
115.90,710.91
116.00,710.71
116.10,710.50
116.20,710.30
116.30,710.10
116.40,709.89
116.50,709.69
116.60,709.49
116.70,709.28
116.80,709.08
116.90,708.88
117.00,708.68
117.10,708.48
117.20,708.27
117.30,708.07
117.40,707.87
117.50,707.67
117.60,707.47
117.70,707.27
117.80,707.07
117.90,706.87
118.00,706.67
118.10,706.47
118.20,706.27
118.30,706.07
118.40,705.87
118.50,705.68
118.60,705.48
118.70,705.28
118.80,705.08
118.90,704.88
119.00,704.69
119.10,704.49
119.20,704.29
119.30,704.10
119.40,703.90
119.50,703.70
119.60,703.51
119.70,703.31
119.80,703.12
119.90,702.92
120.00,702.73
120.10,702.53
120.20,702.34
120.30,702.14
120.40,701.95
120.50,701.75
120.60,701.56
120.70,701.37
120.80,701.17
120.90,700.98
121.00,700.79
121.10,700.59
121.20,700.40
121.30,700.21
121.40,700.02
121.50,699.82
121.60,699.63
121.70,699.44
121.80,699.25
121.90,699.06
122.00,698.87
122.10,698.68
122.20,698.49
122.30,698.29
122.40,698.10
122.50,697.91
122.60,697.73
122.70,697.54
122.80,697.35
122.90,697.16
123.00,696.97
123.10,696.78
123.20,696.59
123.30,696.40
123.40,696.21
123.50,696.03
123.60,695.84
123.70,695.65
123.80,695.46
123.90,695.28
124.00,695.09
124.10,694.90
124.20,694.72
124.30,694.53
124.40,694.35
124.50,694.16
124.60,693.97
124.70,693.79
124.80,693.60
124.90,693.42
125.00,693.23
125.10,693.05
125.20,692.86
125.30,692.68
125.40,692.50
125.50,692.31
125.60,692.13
125.70,691.94
125.80,691.76
125.90,691.58
126.00,691.40
126.10,691.21
126.20,691.03
126.30,690.85
126.40,690.67
126.50,690.48
126.60,690.30
126.70,690.12
126.80,689.94
126.90,689.76
127.00,689.58
127.10,689.40
127.20,689.22
127.30,689.04
127.40,688.85
127.50,688.67
127.60,688.50
127.70,688.32
127.80,688.14
127.90,687.96
128.00,687.78
128.10,687.60
128.20,687.42
128.30,687.24
128.40,687.06
128.50,686.88
128.60,686.71
128.70,686.53
128.80,686.35
128.90,686.17
129.00,686.00
129.10,685.82
129.20,685.64
129.30,685.47
129.40,685.29
129.50,685.11
129.60,684.94
129.70,684.76
129.80,684.59
129.90,684.41
130.00,684.23
130.10,684.06
130.20,683.88
130.30,683.71
130.40,683.53
130.50,683.36
130.60,683.19
130.70,683.01
130.80,682.84
130.90,682.66
131.00,682.49
131.10,682.32
131.20,682.14
131.30,681.97
131.40,681.80
131.50,681.62
131.60,681.45
131.70,681.28
131.80,681.11
131.90,680.93
132.00,680.76
132.10,680.59
132.20,680.42
132.30,680.25
132.40,680.08
132.50,679.91
132.60,679.73
132.70,679.56
132.80,679.39
132.90,679.22
133.00,679.05
133.10,678.88
133.20,678.71
133.30,678.54
133.40,678.37
133.50,678.20
133.60,678.04
133.70,677.87
133.80,677.70
133.90,677.53
134.00,677.36
134.10,677.19
134.20,677.02
134.30,676.86
134.40,676.69
134.50,676.52
134.60,676.35
134.70,676.19
134.80,676.02
134.90,675.85
135.00,675.68
135.10,675.52
135.20,675.35
135.30,675.19
135.40,675.02
135.50,674.85
135.60,674.69
135.70,674.52
135.80,674.36
135.90,674.19
136.00,674.03
136.10,673.86
136.20,673.70
136.30,673.53
136.40,673.37
136.50,673.20
136.60,673.04
136.70,672.87
136.80,672.71
136.90,672.55
137.00,672.38
137.10,672.22
137.20,672.06
137.30,671.89
137.40,671.73
137.50,671.57
137.60,671.40
137.70,671.24
137.80,671.08
137.90,670.92
138.00,670.76
138.10,670.59
138.20,670.43
138.30,670.27
138.40,670.11
138.50,669.95
138.60,669.79
138.70,669.63
138.80,669.46
138.90,669.30
139.00,669.14
139.10,668.98
139.20,668.82
139.30,668.66
139.40,668.50
139.50,668.34
139.60,668.18
