t,T
58.70,891.98
58.75,891.73
58.80,891.47
58.85,891.22
58.90,890.97
58.95,890.72
59.00,890.46
59.05,890.21
59.10,889.96
59.15,889.71
59.20,889.46
59.25,889.21
59.30,888.96
59.35,888.71
59.40,888.46
59.45,888.21
59.50,887.96
59.55,887.72
59.60,887.47
59.65,887.22
59.70,886.97
59.75,886.72
59.80,886.48
59.85,886.23
59.90,885.98
59.95,885.74
60.00,885.49
60.05,885.24
60.10,885.00
60.15,884.75
60.20,884.51
60.25,884.26
60.30,884.02
60.35,883.78
60.40,883.53
60.45,883.29
60.50,883.05
60.55,882.80
60.60,882.56
60.65,882.32
60.70,882.07
60.75,881.83
60.80,881.59
60.85,881.35
60.90,881.11
60.95,880.87
61.00,880.63
61.05,880.39
61.10,880.15
61.15,879.91
61.20,879.67
61.25,879.43
61.30,879.19
61.35,878.95
61.40,878.71
61.45,878.47
61.50,878.23
61.55,878.00
61.60,877.76
61.65,877.52
61.70,877.28
61.75,877.05
61.80,876.81
61.85,876.57
61.90,876.34
61.95,876.10
62.00,875.87
62.05,875.63
62.10,875.40
62.15,875.16
62.20,874.93
62.25,874.69
62.30,874.46
62.35,874.23
62.40,873.99
62.45,873.76
62.50,873.53
62.55,873.29
62.60,873.06
62.65,872.83
62.70,872.60
62.75,872.36
62.80,872.13
62.85,871.90
62.90,871.67
62.95,871.44
63.00,871.21
63.05,870.98
63.10,870.75
63.15,870.52
63.20,870.29
63.25,870.06
63.30,869.83
63.35,869.60
63.40,869.37
63.45,869.14
63.50,868.92
63.55,868.69
63.60,868.46
63.65,868.23
63.70,868.01
63.75,867.78
63.80,867.55
63.85,867.33
63.90,867.10
63.95,866.87
64.00,866.65
64.05,866.42
64.10,866.20
64.15,865.97
64.20,865.75
64.25,865.52
64.30,865.30
64.35,865.07
64.40,864.85
64.45,864.63
64.50,864.40
64.55,864.18
64.60,863.96
64.65,863.73
64.70,863.51
64.75,863.29
64.80,863.07
64.85,862.85
64.90,862.62
64.95,862.40
65.00,862.18
65.05,861.96
65.10,861.74
65.15,861.52
65.20,861.30
65.25,861.08
65.30,860.86
65.35,860.64
65.40,860.42
65.45,860.20
65.50,859.98
65.55,859.76
65.60,859.55
65.65,859.33
65.70,859.11
65.75,858.89
65.80,858.67
65.85,858.46
65.90,858.24
65.95,858.02
66.00,857.81
66.05,857.59
66.10,857.37
66.15,857.16
66.20,856.94
66.25,856.73
66.30,856.51
66.35,856.30
66.40,856.08
66.45,855.87
66.50,855.65
66.55,855.44
66.60,855.22
66.65,855.01
66.70,854.80
66.75,854.58
66.80,854.37
66.85,854.16
66.90,853.94
66.95,853.73
67.00,853.52
67.05,853.31
67.10,853.09
67.15,852.88
67.20,852.67
67.25,852.46
67.30,852.25
67.35,852.04
67.40,851.83
67.45,851.62
67.50,851.41
67.55,851.20
67.60,850.99
67.65,850.78
67.70,850.57
67.75,850.36
67.80,850.15
67.85,849.94
67.90,849.73
67.95,849.52
68.00,849.31
68.05,849.11
68.10,848.90
68.15,848.69
68.20,848.48
68.25,848.28
68.30,848.07
68.35,847.86
68.40,847.66
68.45,847.45
68.50,847.24
68.55,847.04
68.60,846.83
68.65,846.63
68.70,846.42
68.75,846.21
68.80,846.01
68.85,845.80
68.90,845.60
68.95,845.40
69.00,845.19
69.05,844.99
69.10,844.78
69.15,844.58
69.20,844.38
69.25,844.17
69.30,843.97
69.35,843.77
69.40,843.56
69.45,843.36
69.50,843.16
69.55,842.96
69.60,842.76
69.65,842.55
69.70,842.35
69.75,842.15
69.80,841.95
69.85,841.75
69.90,841.55
69.95,841.35
70.00,841.15
70.05,840.95
70.10,840.75
70.15,840.55
70.20,840.35
70.25,840.15
70.30,839.95
70.35,839.75
70.40,839.55
70.45,839.35
70.50,839.16
70.55,838.96
70.60,838.76
70.65,838.56
70.70,838.36
70.75,838.17
70.80,837.97
70.85,837.77
70.90,837.57
70.95,837.38
71.00,837.18
71.05,836.98
71.10,836.79
71.15,836.59
71.20,836.40
71.25,836.20
71.30,836.01
71.35,835.81
71.40,835.62
71.45,835.42
71.50,835.23
71.55,835.03
71.60,834.84
71.65,834.64
71.70,834.45
71.75,834.25
71.80,834.06
71.85,833.87
71.90,833.67
71.95,833.48
72.00,833.29
72.05,833.10
72.10,832.90
72.15,832.71
72.20,832.52
72.25,832.33
72.30,832.13
72.35,831.94
72.40,831.75
72.45,831.56
72.50,831.37
72.55,831.18
72.60,830.99
72.65,830.80
72.70,830.61
72.75,830.41
72.80,830.22
72.85,830.03
72.90,829.84
72.95,829.66
73.00,829.47
73.05,829.28
73.10,829.09
73.15,828.90
73.20,828.71
73.25,828.52
73.30,828.33
73.35,828.14
73.40,827.96
73.45,827.77
73.50,827.58
73.55,827.39
73.60,827.21
73.65,827.02
73.70,826.83
73.75,826.65
73.80,826.46
73.85,826.27
73.90,826.09
73.95,825.90
74.00,825.71
74.05,825.53
74.10,825.34
74.15,825.16
74.20,824.97
74.25,824.79
74.30,824.60
74.35,824.42
74.40,824.23
74.45,824.05
74.50,823.86
74.55,823.68
74.60,823.49
74.65,823.31
74.70,823.13
74.75,822.94
74.80,822.76
74.85,822.58
74.90,822.39
74.95,822.21
75.00,822.03
75.05,821.85
75.10,821.66
75.15,821.48
75.20,821.30
75.25,821.12
75.30,820.93
75.35,820.75
75.40,820.57
75.45,820.39
75.50,820.21
75.55,820.03
75.60,819.85
75.65,819.67
75.70,819.49
75.75,819.31
75.80,819.13
75.85,818.95
75.90,818.77
75.95,818.59
76.00,818.41
76.05,818.23
76.10,818.05
76.15,817.87
76.20,817.69
76.25,817.51
76.30,817.33
76.35,817.15
76.40,816.98
76.45,816.80
76.50,816.62
76.55,816.44
76.60,816.26
76.65,816.09
76.70,815.91
76.75,815.73
76.80,815.56
76.85,815.38
76.90,815.20
76.95,815.03
77.00,814.85
77.05,814.67
77.10,814.50
77.15,814.32
77.20,814.14
77.25,813.97
77.30,813.79
77.35,813.62
77.40,813.44
77.45,813.27
77.50,813.09
77.55,812.92
77.60,812.74
77.65,812.57
77.70,812.40
77.75,812.22
77.80,812.05
77.85,811.87
77.90,811.70
77.95,811.53
78.00,811.35
78.05,811.18
78.10,811.01
78.15,810.83
78.20,810.66
78.25,810.49
78.30,810.31
78.35,810.14
78.40,809.97
78.45,809.80
78.50,809.63
78.55,809.45
78.60,809.28
78.65,809.11
78.70,808.94
78.75,808.77
78.80,808.60
78.85,808.43
78.90,808.26
78.95,808.09
79.00,807.91
79.05,807.74
79.10,807.57
79.15,807.40
79.20,807.23
79.25,807.06
79.30,806.89
79.35,806.73
79.40,806.56
79.45,806.39
79.50,806.22
79.55,806.05
79.60,805.88
79.65,805.71
79.70,805.54
79.75,805.37
79.80,805.21
79.85,805.04
79.90,804.87
79.95,804.70
80.00,804.53
80.05,804.37
80.10,804.20
80.15,804.03
80.20,803.87
80.25,803.70
80.30,803.53
80.35,803.37
80.40,803.20
80.45,803.03
80.50,802.87
80.55,802.70
80.60,802.53
80.65,802.37
80.70,802.20
80.75,802.04
80.80,801.87
80.85,801.71
80.90,801.54
80.95,801.38
81.00,801.21
81.05,801.05
81.10,800.88
81.15,800.72
81.20,800.55
81.25,800.39
81.30,800.22
81.35,800.06
81.40,799.90
81.45,799.73
81.50,799.57
81.55,799.41
81.60,799.24
81.65,799.08
81.70,798.92
81.75,798.75
81.80,798.59
81.85,798.43
81.90,798.27
81.95,798.10
82.00,797.94
82.05,797.78
82.10,797.62
